global_order,step_no,step_title,sub_step_no,sub_step_title,position,sl_no,id,title,difficulty,difficulty_code,tags,leetcode,coding_ninjas,gfg,youtube,article,tuf_plus,tuf_plus_editorial,leetcode_original,coding_ninjas_original,gfg_original,youtube_original,article_original,tuf_plus_original,tuf_plus_editorial_original,flags_and_link_issues
255,11,"Heaps [Learning, Medium, Hard Problems]",3,Hard Problems,3,3,kthlrgstlmntinstrmfrnningintgrs,Kth largest element in a stream of running integers,Easy,0,Binary Search Tree | Heap | Data Structures,https://leetcode.com/problems/kth-largest-element-in-a-stream/,https://www.codingninjas.com/studio/problems/kth-largest-element-in-a-stream_800301,https://www.geeksforgeeks.org/problems/kth-largest-element-in-a-stream2220/1,,,https://takeuforward.org/plus/dsa/problems/kth-largest-element-in-a-stream-of-running-integers,https://takeuforward.org/plus/dsa/problems/kth-largest-element-in-a-stream-of-running-integers?tab=editorial,"https://leetcode.com/problems/kth-largest-element-in-a-stream/#:~:text=Implement%20KthLargest%20class%3A,largest%20element%20in%20the%20stream.",https://www.codingninjas.com/studio/problems/kth-largest-element-in-a-stream_800301?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3JZPqEV,,,,,gfg:bitly_expanded_destination_unverified
256,11,"Heaps [Learning, Medium, Hard Problems]",3,Hard Problems,4,4,mximmsmcmbintin,Maximum Sum Combination,Medium,1,Arrays | Sorting | Heap | Data Structures,https://www.interviewbit.com/problems/maximum-sum-combinations/,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268,https://www.geeksforgeeks.org/problems/maximum-sum-combination/1,,,,,,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3sSXvTT,,,,,leetcode:domain_mismatch:interviewbit; gfg:bitly_expanded_destination_unverified
257,11,"Heaps [Learning, Medium, Hard Problems]",3,Hard Problems,5,5,findmdinfrmdtstrm,Find Median from Data Stream,Hard,2,Two Pointer | Sorting | Heap | Data Structures,https://leetcode.com/problems/find-median-from-data-stream/,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268,https://www.geeksforgeeks.org/problems/find-median-in-a-stream-1587115620/1,,,,,,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3QIknj4,,,,,gfg:bitly_expanded_destination_unverified
258,11,"Heaps [Learning, Medium, Hard Problems]",3,Hard Problems,6,6,kmstfrqntlmnts,K most frequent elements,Medium,1,Arrays | Hashing | Sorting | Heap | Data Structures,https://leetcode.com/problems/top-k-frequent-elements/,https://www.codingninjas.com/studio/problems/k-most-frequent-elements_3167808,https://www.geeksforgeeks.org/problems/top-k-frequent-elements-in-array/1,,,,,,https://www.codingninjas.com/studio/problems/k-most-frequent-elements_3167808?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3wcIHla,,,,,gfg:bitly_expanded_destination_unverified
259,12,"Greedy Algorithms [Easy, Medium/Hard]",1,Easy Problems,1,1,ssignckis,Assign Cookies,Easy,0,Arrays | Two Pointer | Greedy | Data Structures | Sorting,https://leetcode.com/problems/assign-cookies/,https://www.codingninjas.com/codestudio/problems/assign-cookies_8390826,https://www.geeksforgeeks.org/problems/assign-cookies/1,https://www.youtube.com/watch?v=DIX2p7vb9co,https://takeuforward.org/Greedy/assign-cookies,https://takeuforward.org/plus/dsa/problems/assign-cookies,https://takeuforward.org/plus/dsa/problems/assign-cookies?tab=editorial,,https://www.codingninjas.com/codestudio/problems/assign-cookies_8390826?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Wl3PBd,https://youtu.be/DIX2p7vb9co?si=GofAIDimue-Av0Fi,,,,duplicate_title; gfg:bitly_expanded_destination_unverified
260,12,"Greedy Algorithms [Easy, Medium/Hard]",1,Easy Problems,2,2,frctinlknpsckprblm,Fractional Knapsack Problem,Medium,1,Greedy | Data Structures,https://practice.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,https://www.codingninjas.com/studio/problems/fractional-knapsack_975286,https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,https://www.youtube.com/watch?v=1ibsQrnuEEg,https://takeuforward.org/data-structure/fractional-knapsack-problem-greedy-approach/,,,,https://www.codingninjas.com/studio/problems/fractional-knapsack_975286?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3PsqOFL,https://youtu.be/1ibsQrnuEEg?si=8R2By3wpHo0zZVHE,,,,leetcode:domain_mismatch:geeksforgeeks; gfg:bitly_expanded_destination_unverified
261,12,"Greedy Algorithms [Easy, Medium/Hard]",1,Easy Problems,3,3,grdylgrithmtfindminimmnmbrfcins,Greedy algorithm to find minimum number of coins,Medium,1,Greedy | Arrays | Data Structures,https://www.geeksforgeeks.org/find-minimum-number-of-coins-that-make-a-change/,https://www.codingninjas.com/studio/problems/find-minimum-number-of-coins_975277,https://www.geeksforgeeks.org/problems/-minimum-number-of-coins4426/1,https://www.youtube.com/watch?v=mVg9CfJvayM,https://takeuforward.org/data-structure/find-minimum-number-of-coins/,,,,https://www.codingninjas.com/studio/problems/find-minimum-number-of-coins_975277?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Ka7xYU,https://www.youtube.com/watch?v=mVg9CfJvayM&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=48,,,,leetcode:domain_mismatch:geeksforgeeks; gfg:bitly_expanded_destination_unverified
262,12,"Greedy Algorithms [Easy, Medium/Hard]",1,Easy Problems,4,4,lmndchng,Lemonade Change,Easy,0,Arrays | Greedy | Data Structures,https://leetcode.com/problems/lemonade-change/,https://www.codingninjas.com/codestudio/problems/lemonade-change_8224112,https://www.geeksforgeeks.org/problems/lemonade-change/1,https://www.youtube.com/watch?v=n_tmibEhO6Q,https://takeuforward.org/Greedy/lemonade-change,https://takeuforward.org/plus/dsa/problems/lemonade-change,https://takeuforward.org/plus/dsa/problems/lemonade-change?tab=editorial,,https://www.codingninjas.com/codestudio/problems/lemonade-change_8224112?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3DoFGRx,https://youtu.be/n_tmibEhO6Q?si=q1NW8MfPy0QU6fIl,,,,gfg:bitly_expanded_destination_unverified
263,12,"Greedy Algorithms [Easy, Medium/Hard]",1,Easy Problems,5,5,vlidprnthsischckr,Valid Paranthesis Checker,Medium,1,Stack | String | Data Structures,https://leetcode.com/problems/valid-parenthesis-string/,https://www.codingninjas.com/studio/problems/balanced-parentheses_8162202,https://www.geeksforgeeks.org/problems/parenthesis-checker2744/1,https://www.youtube.com/watch?v=cHT6sG_hUZI,,https://takeuforward.org/plus/dsa/problems/valid-paranthesis-checker,https://takeuforward.org/plus/dsa/problems/valid-paranthesis-checker?tab=editorial,,https://www.codingninjas.com/studio/problems/balanced-parentheses_8162202?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3K6ulZA,https://youtu.be/cHT6sG_hUZI?si=XRHeyh7jOaLaTy3g,,,,gfg:bitly_expanded_destination_unverified
264,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,1,1,nmtingsinnrm,N meetings in one room,Medium,1,Arrays | Greedy | Data Structures,https://practice.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,https://www.codingninjas.com/studio/problems/maximum-meetings_1062658,https://www.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,https://www.youtube.com/watch?v=mKfhTotEguk,https://takeuforward.org/data-structure/n-meetings-in-one-room/,https://takeuforward.org/plus/dsa/problems/n-meetings-in-one-room,https://takeuforward.org/plus/dsa/problems/n-meetings-in-one-room?tab=editorial,,https://www.codingninjas.com/studio/problems/maximum-meetings_1062658?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3A6Ob1Y,https://youtu.be/mKfhTotEguk?si=2RELeq18mpmIIN3Q,,,,leetcode:domain_mismatch:geeksforgeeks; gfg:bitly_expanded_destination_unverified
265,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,2,2,jmpgm,Jump Game,Medium,1,Arrays | Dynamic Programming | Greedy | Data Structures,https://leetcode.com/problems/jump-game/,https://www.codingninjas.com/studio/problems/jump-game_3164697,https://www.geeksforgeeks.org/problems/jump-game/1,https://www.youtube.com/watch?v=tZAa_jJ3SwQ,https://takeuforward.org/Greedy/jump-game-i,https://takeuforward.org/plus/dsa/problems/jump-game---i,https://takeuforward.org/plus/dsa/problems/jump-game---i?tab=editorial,,https://www.codingninjas.com/studio/problems/jump-game_3164697?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3AbFYKe,https://youtu.be/tZAa_jJ3SwQ?si=voKd7n9VTLDRRNzJ,,,,gfg:bitly_expanded_destination_unverified
266,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,3,3,jmpgm2,Jump Game 2,Medium,1,Arrays | Dynamic Programming | Greedy | Data Structures,https://leetcode.com/problems/jump-game-ii/,https://www.codingninjas.com/studio/problems/jump-game_893178,https://www.geeksforgeeks.org/problems/minimum-number-of-jumps-1587115620/1,https://www.youtube.com/watch?v=7SBVnw7GSTk,,,,,https://www.codingninjas.com/studio/problems/jump-game_893178?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Av2ezM,https://youtu.be/7SBVnw7GSTk?si=9uUouBELh9K3m2jZ,,,,gfg:bitly_expanded_destination_unverified
267,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,4,4,minimmnmbrfpltfrmsrqirdfrrilwy,Minimum number of platforms required for a railway,Medium,1,Arrays | Greedy | Data Structures,https://practice.geeksforgeeks.org/problems/minimum-platforms-1587115620/1,https://www.codingninjas.com/studio/problems/minimum-number-of-platforms_799400,https://www.geeksforgeeks.org/problems/minimum-platforms-1587115620/1,https://www.youtube.com/watch?v=AsGzwR_FWok,https://takeuforward.org/data-structure/minimum-number-of-platforms-required-for-a-railway/,https://takeuforward.org/plus/dsa/problems/minimum-number-of-platforms-required-for-a-railway,https://takeuforward.org/plus/dsa/problems/minimum-number-of-platforms-required-for-a-railway?tab=editorial,https://practice.geeksforgeeks.org/problems/minimum-platforms-1587115620/1#,https://www.codingninjas.com/studio/problems/minimum-number-of-platforms_799400?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3bXX5Hm,https://youtu.be/AsGzwR_FWok?si=165acXU_dtqOHuo9,,,,leetcode:domain_mismatch:geeksforgeeks; gfg:bitly_expanded_destination_unverified
268,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,5,5,jbsqncingprblm,Job sequencing Problem,Medium,1,Greedy | Data Structures | Arrays,https://practice.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1,https://www.codingninjas.com/studio/problems/job-sequencing-problem_1169460,https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1,https://www.youtube.com/watch?v=QbwltemZbRg,https://takeuforward.org/data-structure/job-sequencing-problem/,https://takeuforward.org/plus/dsa/problems/job-sequencing-problem,https://takeuforward.org/plus/dsa/problems/job-sequencing-problem?tab=editorial,https://practice.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1#,https://www.codingninjas.com/studio/problems/job-sequencing-problem_1169460?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3Pttpzj,https://youtu.be/QbwltemZbRg?si=wvcemJ5BLPlTRmkG,,,,leetcode:domain_mismatch:geeksforgeeks; gfg:bitly_expanded_destination_unverified
269,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,6,6,cndy,Candy,Hard,2,Arrays | Greedy,https://leetcode.com/problems/candy/,https://www.codingninjas.com/studio/problems/candies_893290,https://www.geeksforgeeks.org/problems/candy/1,https://www.youtube.com/watch?v=IIqVFvKE6RY,,https://takeuforward.org/plus/dsa/problems/candy,https://takeuforward.org/plus/dsa/problems/candy?tab=editorial,,https://www.codingninjas.com/studio/problems/candies_893290?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3h14wzm,https://youtu.be/IIqVFvKE6RY?si=EjmuXZJNLQLUkEd7,,,,gfg:bitly_expanded_destination_unverified
270,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,7,7,prgrmfrshrtstjbfirstrsjfcpschdling,Program for Shortest Job First (or SJF) CPU Scheduling,Medium,1,Hashing | Data Structures,,https://www.codingninjas.com/studio/problems/sjf_1172165,https://www.geeksforgeeks.org/problems/shortest-job-first/1,https://www.youtube.com/watch?v=3-QbX1iDbXs,https://takeuforward.org/Greedy/shortest-job-first-or-sjf-cpu-scheduling,https://takeuforward.org/plus/dsa/problems/shortest-job-first,https://takeuforward.org/plus/dsa/problems/shortest-job-first?tab=editorial,,https://www.codingninjas.com/studio/problems/sjf_1172165?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3DYCIFb,https://youtu.be/3-QbX1iDbXs?si=IH8QZUblr01F7UoQ,,,,gfg:bitly_expanded_destination_unverified
271,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,8,8,prgrmfrlstrcntlysdlrpgrplcmntlgrithm,Program for Least Recently Used (LRU) Page Replacement Algorithm,Medium,1,Hashing | Data Structures,,,https://www.geeksforgeeks.org/problems/page-faults-in-lru5603/1,,,,,,,https://bit.ly/3dtFqHG,,,,,gfg:bitly_expanded_destination_unverified
272,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,9,9,insrtintrvl,Insert Interval,Medium,1,Arrays | Data Structures,https://leetcode.com/problems/insert-interval/,https://www.codingninjas.com/studio/problems/-insert-interval_285893,https://www.geeksforgeeks.org/problems/insert-interval-1666733333/1,https://www.youtube.com/watch?v=xxRE-46OCC8,https://takeuforward.org/?s=Insert+Interval,https://takeuforward.org/plus/dsa/problems/insert-interval,https://takeuforward.org/plus/dsa/problems/insert-interval?tab=editorial,,https://www.codingninjas.com/studio/problems/-insert-interval_285893?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3VeNtc1,https://youtu.be/xxRE-46OCC8?si=a7aPuIw16zDx2lAa,,,,gfg:bitly_expanded_destination_unverified
273,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,10,10,mrgintrvls,Merge Intervals,Medium,1,Arrays | Sorting | Data Structures,https://leetcode.com/problems/merge-intervals/,https://www.codingninjas.com/studio/problems/merge-intervals_699917,https://www.geeksforgeeks.org/problems/overlapping-intervals--170633/1,https://www.youtube.com/watch?v=2JzRBPFYbKE,https://takeuforward.org/data-structure/merge-overlapping-sub-intervals/,,,,https://www.codingninjas.com/studio/problems/merge-intervals_699917?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3K6pRlt,https://www.youtube.com/watch?v=2JzRBPFYbKE&list=PLgUwDviBIf0rPG3Ictpu74YWBQ1CaBkm2&index=6,,,,gfg:bitly_expanded_destination_unverified
274,12,"Greedy Algorithms [Easy, Medium/Hard]",2,Medium/Hard,11,11,nnvrlppingintrvls,Non-overlapping Intervals,Medium,1,Arrays | Greedy | Sorting | Data Structures,https://leetcode.com/problems/non-overlapping-intervals/,https://www.codingninjas.com/studio/problems/non-overlapping-intervals_3169341,https://www.geeksforgeeks.org/problems/non-overlapping-intervals/1,https://www.youtube.com/watch?v=HDHQ8lAWakY,,https://takeuforward.org/plus/dsa/problems/non-overlapping-intervals,https://takeuforward.org/plus/dsa/problems/non-overlapping-intervals?tab=editorial,,https://www.codingninjas.com/studio/problems/non-overlapping-intervals_3169341?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3UM6liN,https://youtu.be/HDHQ8lAWakY?si=JVtLqboGdpUTOVjf,,,,gfg:bitly_expanded_destination_unverified
275,13,"Binary Trees [Traversals, Medium and Hard Problems]",1,Traversals,1,1,intrdctinttrs,Introduction to Trees,Easy,0,Binary Tree | Data Structures,,https://www.codingninjas.com/studio/problems/number-of-nodes_8162204,https://www.geeksforgeeks.org/problems/introduction-to-trees/1,https://www.youtube.com/watch?v=_ANrF3FJm7I,https://takeuforward.org/binary-tree/introduction-to-trees/,,https://takeuforward.org/plus/dsa/problems/introduction-,,https://www.codingninjas.com/studio/problems/number-of-nodes_8162204?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3EsRmTM,https://youtu.be/_ANrF3FJm7I,,,,gfg:bitly_expanded_destination_unverified
276,13,"Binary Trees [Traversals, Medium and Hard Problems]",1,Traversals,2,2,binrytrrprsnttininc,Binary Tree Representation in C++,Easy,0,Binary Tree | Data Structures,,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671,https://www.geeksforgeeks.org/problems/binary-tree-representation/1,https://www.youtube.com/watch?v=ctCpP0RFDFc,https://takeuforward.org/binary-tree/binary-tree-representation-in-c/,,https://takeuforward.org/plus/dsa/problems/introduction-,,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3gn5Soh,https://youtu.be/ctCpP0RFDFc,,,,gfg:bitly_expanded_destination_unverified
277,13,"Binary Trees [Traversals, Medium and Hard Problems]",1,Traversals,3,3,binrytrrprsnttininjv,Binary Tree Representation in Java,Easy,0,Binary Tree | Data Structures,,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671,https://www.geeksforgeeks.org/problems/binary-tree-representation/1,https://www.youtube.com/watch?v=hyLyW7rP24I,https://takeuforward.org/binary-tree/binary-tree-representation-in-java/,,https://takeuforward.org/plus/dsa/problems/introduction-,,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,https://bit.ly/3gn5Soh,https://youtu.be/hyLyW7rP24I,,,,gfg:bitly_expanded_destination_unverified
